name,what,who,address_1,address_2,suburb,phone,phone_2,free_call,email,website,twitter,social_media,monday,tuesday,wednesday,thursday,friday,saturday,sunday,public_holidays,cost,tram_routes,bus_routes,nearest_train_station,category_1,category_2,category_3,category_4,category_5,category_6,longitude,latitude,geocoded_location,Organisation Legal Name,Outlet Name,Organistaion Website,Outlet Address,Town or Suburb,Postcode,Activity External Name,SA2,SA3,SA4,LGA,Federal Electorate,Latitude,Longitude,Location Withheld,category,Unnamed: 0,Serial No.,Estimate type,Gender,Chapter,Indicator,Indicator category,Stratified by,Sub-population,%,RSE,UL,LL,Sig.,Year
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1199.0,1200,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of South East PHU,Greater Dandenong (C),25.29059,,32.69056,19.09061,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1200.0,1201,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Barwon South-West PHU,Greater Geelong (C),10.14368,,15.73696,6.387681,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1201.0,1202,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Goulburn Valley PHU,Greater Shepparton (C),12.79632,,19.7517,8.044682,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1202.0,1203,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,Hepburn (S),12.94318,,19.68638,8.271844,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1203.0,1204,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,Hindmarsh (S),16.49965,,23.50431,11.27481,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1204.0,1205,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Western PHU,Hobsons Bay (C),12.71444,,18.99267,8.298938,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1205.0,1206,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,Horsham (RC),10.6034,,16.83643,6.497617,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1206.0,1207,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Hume (C),21.195,,28.41946,15.41164,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1207.0,1208,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Ovens-Murray PHU,Indigo (S),9.08872,*,14.6601,5.498256,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1208.0,1209,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of South East PHU,Kingston (C),10.08895,,16.07538,6.168008,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1209.0,1210,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Knox (C),17.45377,,25.06577,11.78969,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1210.0,1211,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Gippsland PHU,Latrobe (C),17.92202,,24.62354,12.7362,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1211.0,1212,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Loddon Mallee PHU,Loddon (S),14.37725,,20.75219,9.720443,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1212.0,1213,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Loddon Mallee PHU,Macedon Ranges (S),14.42574,,21.27878,9.513067,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1213.0,1214,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Manningham (C),7.443834,*,12.01624,4.521896,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1214.0,1215,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Goulburn Valley PHU,Mansfield (S),10.71135,,16.72942,6.684382,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1215.0,1216,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Western PHU,Maribyrnong (C),17.24218,,24.24555,11.94283,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1216.0,1217,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Maroondah (C),15.64583,,22.28907,10.70973,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1217.0,1218,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Western PHU,Melbourne (C),13.96583,,19.73965,9.677212,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1218.0,1219,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Western PHU,Melton (C),20.17647,,26.58276,14.99866,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1219.0,1220,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Western PHU,Merri-bek (C),16.47817,,23.15464,11.44021,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1220.0,1221,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Loddon Mallee PHU,Mildura (RC),16.77474,,23.17045,11.87164,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1221.0,1222,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Goulburn Valley PHU,Mitchell (S),14.54883,,21.04314,9.809765,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1222.0,1223,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Goulburn Valley PHU,Moira (S),13.06914,,18.80892,8.88916,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1223.0,1224,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of South East PHU,Monash (C),12.22384,,18.10873,8.063096,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1224.0,1225,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Western PHU,Moonee Valley (C),10.8941,,16.82926,6.878972,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1225.0,1226,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,Moorabool (S),17.36892,,24.41211,12.03425,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1226.0,1227,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of South East PHU,Mornington Peninsula(S),11.22531,,17.73458,6.904659,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1227.0,1228,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Loddon Mallee PHU,Mount Alexander (S),10.67362,*,17.24981,6.410279,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1228.0,1229,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Barwon South-West PHU,Moyne (S),11.88178,,18.40265,7.460291,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1229.0,1230,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Goulburn Valley PHU,Murrindindi (S),14.45939,,21.79825,9.297562,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1230.0,1231,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Nillumbik (S),14.26017,,20.84478,9.505776,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1231.0,1232,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,Northern Grampians (S),15.51084,,22.44458,10.43102,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1232.0,1233,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of South East PHU,Port Phillip (C),12.34533,,18.71746,7.930849,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1233.0,1234,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,Pyrenees (S),19.78857,,26.90333,14.19009,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1234.0,1235,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Barwon South-West PHU,Queenscliffe (B),5.95883,*,12.31872,2.778371,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1235.0,1236,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Gippsland PHU,South Gippsland (S),9.181706,*,15.58685,5.245096,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1236.0,1237,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Barwon South-West PHU,Southern Grampians (S),8.246799,,13.26132,5.018715,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1237.0,1238,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of South East PHU,Stonnington (C),8.061423,*,13.93454,4.533316,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1238.0,1239,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Goulburn Valley PHU,Strathbogie (S),15.10513,,21.49134,10.36604,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1239.0,1240,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Barwon South-West PHU,Surf Coast (S),10.7532,*,17.33026,6.476671,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1240.0,1241,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Loddon Mallee PHU,Swan Hill (RC),17.5228,,24.68422,12.10512,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1241.0,1242,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Ovens-Murray PHU,Towong (S),15.02973,,21.54081,10.23011,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1242.0,1243,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Ovens-Murray PHU,Wangaratta (RC),14.52769,,21.24577,9.673001,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1243.0,1244,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Barwon South-West PHU,Warrnambool (C),14.47855,,21.08217,9.689431,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1244.0,1245,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Gippsland PHU,Wellington (S),10.29407,,15.80828,6.55359,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1245.0,1246,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,West Wimmera (S),10.5484,,16.35621,6.639152,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1246.0,1247,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Whitehorse (C),7.530846,*,12.19844,4.556566,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1247.0,1248,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Whittlesea (C),14.76336,,20.79697,10.25361,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1248.0,1249,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Ovens-Murray PHU,Wodonga (RC),13.96993,,20.07959,9.498333,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1249.0,1250,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Western PHU,Wyndham (C),15.60291,,21.55519,11.0625,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1250.0,1251,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Yarra (C),11.47051,,17.3989,7.381613,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1251.0,1252,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Yarra Ranges (S),11.2861,,17.81545,6.947459,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1252.0,1253,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,Yarriambiack (S),10.87286,,16.5213,6.993774,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1253.0,1254,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Victoria,14.41649,,15.28258,13.59161,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1254.0,1255,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of South East PHU,Victoria,14.41649,,15.28258,13.59161,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1255.0,1256,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Western PHU,Victoria,14.41649,,15.28258,13.59161,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1256.0,1257,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Barwon South-West PHU,Victoria,14.41649,,15.28258,13.59161,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1257.0,1258,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,Victoria,14.41649,,15.28258,13.59161,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1258.0,1259,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Goulburn Valley PHU,Victoria,14.41649,,15.28258,13.59161,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1259.0,1260,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Gippsland PHU,Victoria,14.41649,,15.28258,13.59161,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1260.0,1261,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Ovens-Murray PHU,Victoria,14.41649,,15.28258,13.59161,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1261.0,1262,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Loddon Mallee PHU,Victoria,14.41649,,15.28258,13.59161,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1262.0,1263,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Ovens-Murray PHU,Alpine (S),6.19501,*,11.91722,3.122978,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1263.0,1264,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Ararat (RC),15.31835,,22.52886,10.11431,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1264.0,1265,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Ballarat (C),9.654229,,15.52639,5.849172,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1265.0,1266,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Banyule (C),6.901776,*,12.15935,3.818695,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1266.0,1267,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Gippsland PHU,Bass Coast (S),5.790821,*,11.32009,2.874758,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1267.0,1268,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Gippsland PHU,Baw Baw (S),12.53184,,18.91812,8.086397,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1268.0,1269,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Bayside (C),4.878732,*,9.549857,2.430988,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1269.0,1270,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Goulburn Valley PHU,Benalla (RC),7.679864,*,13.08726,4.393748,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1270.0,1271,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Boroondara (C),7.113516,*,11.71481,4.232848,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1271.0,1272,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Western PHU,Brimbank (C),14.93023,,21.14102,10.3056,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1272.0,1273,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Buloke (S),6.978774,*,11.9094,3.996862,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1273.0,1274,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Campaspe (S),12.85974,,18.81842,8.588221,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1274.0,1275,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Cardinia (S),8.237058,*,13.79689,4.793135,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1275.0,1276,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Casey (C),6.046087,*,9.903207,3.630707,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1276.0,1277,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Central Goldfields (S),7.20203,*,12.783,3.947392,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1277.0,1278,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Colac-Otway (S),7.981632,*,13.22379,4.704891,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1278.0,1279,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Corangamite (S),6.818712,*,12.20038,3.710609,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1279.0,1280,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Darebin (C),10.54487,,16.37992,6.623796,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1280.0,1281,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Gippsland PHU,East Gippsland (S),7.906113,*,13.22172,4.613947,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1281.0,1282,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Frankston (C),8.573894,*,14.37977,4.975924,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1282.0,1283,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Gannawarra (S),4.639444,*,9.126548,2.302545,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1283.0,1284,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Glen Eira (C),4.894645,*,9.161291,2.559104,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1284.0,1285,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Glenelg (S),11.6087,,17.9025,7.329986,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1285.0,1286,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Golden Plains (S),8.292609,*,13.90279,4.81957,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1286.0,1287,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Greater Bendigo (C),8.881082,,14.09148,5.474484,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1287.0,1288,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Greater Dandenong (C),7.883204,,12.5087,4.872871,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1288.0,1289,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Greater Geelong (C),7.63775,*,12.96903,4.387554,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,1289.0,1290,Crude,Men,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Goulburn Valley PHU,Greater Shepparton (C),10.18926,,16.10125,6.285384,--,
